TSB_nm,lambda_nm,T
1.0,512.0,0.1460011805066601
1.0,514.0000000000001,0.33377011785098
1.0,516.0,0.5080280643572703
1.0,518.0000000000001,0.6256767624149976
1.0,520.0,0.6927035392837538
1.0,522.0,0.7277340250076758
1.0,524.0,0.7450026239303035
1.0,526.0,0.7529259742246007
1.0,528.0000000000001,0.7561087847977659
1.0,530.0,0.7570241304261955
1.0,532.0,0.7570013598807626
1.0,534.0000000000001,0.7567568262818941
1.0,536.0,0.7566738525074846
1.0,538.0000000000001,0.7569515742472153
1.0,540.0,0.7576854628107439
1.0,542.0000000000001,0.7589117694964121
1.0,544.0,0.7606325373633606
1.0,546.0,0.7628299196545517
1.0,548.0000000000001,0.7654744903345151
1.0,550.0,0.768530114660444
1.0,552.0000000000001,0.7719568176284435
1.0,554.0,0.7757124716510483
1.0,556.0,0.7797537811830607
1.0,558.0,0.7840368464875579
1.0,560.0,0.7885174752526332
1.0,562.0000000000001,0.7931513436517647
1.0,564.0,0.7978940679568965
1.0,566.0000000000001,0.8027012229093535
1.0,568.0,0.8075283273406068
1.0,570.0,0.8123308073252062
1.0,572.0,0.8170639402158155
1.0,574.0,0.8216827779081712
1.0,576.0000000000001,0.8261420437674515
1.0,578.0,0.8303959942485315
1.0,580.0000000000001,0.8343982329559533
1.0,582.0000000000001,0.8381014613848559
1.0,584.0,0.8414571465336639
1.0,586.0,0.8444150806337501
1.0,588.0,0.8469228019575911
1.0,590.0000000000001,0.8489248374688083
1.0,592.0,0.8503617171781547
1.0,594.0,0.8511686953760341
1.0,596.0000000000001,0.8512740938548545
1.0,598.0,0.8505971544862235
1.0,600.0000000000001,0.8490452492014927
1.0,602.0,0.8465102357385166
1.0,604.0000000000001,0.8428636277945635
1.0,606.0,0.8379495346210741
1.0,608.0,0.831596406542731
1.0,610.0000000000001,0.823529609355291
1.0,612.0,0.8134850924466546
1.0,614.0000000000001,0.8010807246864201
1.0,616.0,0.785835321230839
1.0,618.0,0.7671271393371264
1.0,620.0,0.744147658796057
1.0,622.0,0.715843119058711
1.0,624.0000000000001,0.6808456951757851
1.0,626.0,0.6374068657750946
1.0,628.0000000000001,0.5833728877683646
1.0,630.0000000000001,0.5163068381325869
1.0,632.0,0.4339972680278617
1.0,634.0,0.3358209468813086
1.0,636.0,0.2255990974940811
1.0,638.0000000000001,0.1159414847027777
1.0,640.0,0.0310148789717403
1.0,642.0000000000001,8.291101530441765e-05
1.0,644.0000000000001,0.0387867376603062
1.0,646.0,0.1347702822838273
1.0,648.0,0.2576314245287383
1.0,650.0,0.379532755645846
1.0,652.0000000000001,0.4855678660084737
1.0,654.0,0.5716380458332735
1.0,656.0,0.6391638645182494
1.0,658.0000000000001,0.6913864780902353
1.0,660.0,0.7316286689617082
1.0,662.0000000000001,0.7626997821463192
1.0,664.0,0.786800125840273
1.0,666.0000000000001,0.8055975599415287
1.0,668.0,0.8203409976892662
1.0,670.0,0.8319640777712682
1.0,672.0000000000001,0.8411675246354449
1.0,674.0,0.8484809359792873
1.0,676.0000000000001,0.8543079958768843
1.0,678.0,0.8589592501701411
1.0,680.0,0.8626758375739535
1.0,682.0,0.8656467306260018
1.0,684.0,0.868021336657448
1.0,686.0000000000001,0.8699187762845039
1.0,688.0,0.8714347717751215
1.0,690.0000000000001,0.8726468049665391
1.0,692.0000000000001,0.8736180130370055
1.0,694.0,0.87440015637702
1.0,696.0,0.8750358987144093
1.0,698.0,0.8755605733052189
1.0,700.0000000000001,0.8760035619549629
1.0,702.0,0.8763893800456369
1.0,704.0000000000001,0.8767385365884246
1.0,706.0000000000001,0.8770682208231858
1.0,708.0,0.8773928541137654
1.0,710.0,0.877724536496747
1.0,712.0,0.878073410284136
1.0,714.0000000000001,0.8784479579312863
1.0,716.0,0.8788552474821988
1.0,718.0,0.8793011359554671
1.0,720.0000000000001,0.8797904387890509
1.0,722.0,0.8803270717422342
1.0,724.0,0.8809141703261738
1.0,726.0000000000001,0.8815541908074409
1.0,728.0000000000001,0.8822489960255944
1.0,730.0,0.8829999286368017
1.0,732.0,0.8838078739006028
1.0,734.0000000000001,0.8846733137320065
1.0,736.0,0.8855963734284934
1.0,738.0000000000001,0.8865768622304734
1.0,740.0000000000001,0.8876143086716819
1.0,742.0,0.8887079915127858
1.0,744.0,0.8898569669187343
1.0,746.0,0.891060092432207
1.0,748.0000000000001,0.892316048206884
1.0,750.0,0.8936233558913754
2.0,450.00000000000006,0.1044556684507836
2.0,452.0,0.1467477062762144
2.0,454.0,0.1794944943429623
2.0,456.0000000000001,0.2000975109153761
2.0,458.0000000000001,0.2089172481307742
2.0,460.00000000000006,0.2075899292083891
2.0,462.00000000000006,0.1981794075550794
2.0,464.0,0.1826362559989779
2.0,466.0,0.1626249882516478
2.0,468.0,0.1395325472249483
2.0,470.0000000000001,0.1145619879345057
2.0,472.00000000000006,0.0888600973887895
2.0,474.00000000000006,0.0636530967199843
2.0,476.0,0.0403695904460728
2.0,478.0,0.0207180136710724
2.0,480.00000000000006,0.0066622573478917
2.0,482.0,0.0002191016424349159
2.0,484.00000000000006,0.0030189307312015
2.0,486.0000000000001,0.0156708991114114
2.0,488.00000000000006,0.0371535091944926
2.0,490.00000000000006,0.0645778618573828
2.0,492.0,0.0935990824925739
2.0,494.00000000000006,0.1192944769152846
2.0,496.0,0.1371160798603282
2.0,498.00000000000006,0.1434525493084948
2.0,500.00000000000006,0.1357771338211205
2.0,502.0,0.1127852263412023
2.0,504.00000000000006,0.0754984713988144
2.0,506.0,0.0309890821779968
2.0,508.00000000000006,0.0008462263046571032
2.0,510.0,0.0282027450055734
2.0,512.0,0.1515683451757203
2.0,514.0000000000001,0.3404982475547866
2.0,516.0,0.5135784124719122
2.0,518.0000000000001,0.6295117050711186
2.0,520.0,0.6952488285760143
2.0,522.0,0.7294795364123501
2.0,524.0,0.7462780266600381
2.0,526.0,0.7539249272401679
2.0,528.0000000000001,0.756941504555565
2.0,530.0,0.7577536850686012
2.0,532.0,0.7576645100466586
2.0,534.0000000000001,0.7573754602026287
2.0,536.0,0.7572612564848514
2.0,538.0000000000001,0.7575159284164641
2.0,540.0,0.7582318353829707
2.0,542.0000000000001,0.7594432831318967
2.0,544.0,0.7611510685051756
2.0,546.0,0.7633365280070772
2.0,548.0000000000001,0.7659696887435273
2.0,550.0,0.7690140425081637
2.0,552.0000000000001,0.7724293547065281
2.0,554.0,0.7761733146315947
2.0,556.0,0.7802024961981135
2.0,558.0,0.7844729062212054
2.0,560.0,0.7889402858642257
